"Group","AgeGroup","Education_Years","ShareHomeWith","RelationWithAdultFamily","UPF.Freq","UPF.Freq.N","Smartphone.ownership","Exercise.Freq","Overall.MHQ","AgeOfFirstSP","MHQ_bucket"
"Rural.Hadza","25-34",20,"5","1_Very Close to Most","several days a week",15,"Yes","once a day",170.3,"Above 25","Succeeding"
"Rural.Hadza","35-44",4,"4","1_Very Close to Most","a few times a month",5,"No","rarely/never",156.7,"Above 25","Succeeding"
"Rural.Hadza","55-64",NA,"5","1_Very Close to Most","a few times a month",5,"No","once a day",149,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"5","1_Very Close to Most","once a day",30,"No","once a day",-35.2,"Above 25","Struggling"
"Rural.Hadza","65+",4,"6+","2_Very Close to Some","rarely/never",1,"No","once a day",133.1,"Above 25","Succeeding"
"Rural.Hadza","16-20",12,"3","1_Very Close to Most","once a day",30,"Yes","once a day",-5.2,"≤10","Struggling"
"Rural.Hadza","16-20",12,"6+","1_Very Close to Most","rarely/never",1,"No","several days a week",146,"Do not Own","Succeeding"
"Rural.Hadza","45-54",NA,"4","2_Very Close to Some","several times a day",45,"Yes","once a day",155.9,"Above 25","Succeeding"
"Rural.Hadza","35-44",12,"5","1_Very Close to Most","several times a day",45,"No","rarely/never",158.2,"Above 25","Succeeding"
"Rural.Hadza","25-34",6,"3","1_Very Close to Most","rarely/never",1,"No","once a day",132.3,"Above 25","Succeeding"
"Rural.Hadza","65+",2,"2","1_Very Close to Most","a few times a month",5,"No","once a day",138.4,"Above 25","Succeeding"
"Rural.Hadza","25-34",18,"5","2_Very Close to Some","rarely/never",1,"No","once a day",146,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"4","1_Very Close to Most","rarely/never",1,"No","rarely/never",121.7,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"2","1_Very Close to Most","once a day",30,"No","once a day",143,"Above 25","Succeeding"
"Rural.Hadza","25-34",4,"3","1_Very Close to Most","rarely/never",1,"No","once a day",108,"Above 25","Succeeding"
"Rural.Hadza","25-34",NA,"5","6_Prefer Not to Say","once a day",30,"Yes","once a day",-23.8,"Above 25","Struggling"
"Rural.Hadza","25-34",12,"3","2_Very Close to Some","several days a week",15,"No","once a day",119.4,"Above 25","Succeeding"
"Rural.Hadza","21-24",12,"6+","2_Very Close to Some","several days a week",15,"No","once a day",142.2,NA,"Succeeding"
"Rural.Hadza","35-44",16,"5","1_Very Close to Most","a few times a month",5,"Yes","once a day",133.1,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"1","1_Very Close to Most","rarely/never",1,"No","rarely/never",117.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",12,"2","1_Very Close to Most","rarely/never",1,"Yes","once a day",161.2,"Above 25","Succeeding"
"Rural.Hadza","65+",0,"4","1_Very Close to Most","once a day",30,"No","once a day",-9.6,"Above 25","Struggling"
"Rural.Hadza","35-44",14,"6+","1_Very Close to Most","rarely/never",1,"Yes","rarely/never",157.4,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"4","1_Very Close to Most","a few times a month",5,"Yes","rarely/never",122.6,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"3","6_Prefer Not to Say","several times a day",45,"No","rarely/never",-31.4,"Above 25","Struggling"
"Rural.Hadza","65+",8,"4","1_Very Close to Most","rarely/never",1,"No","rarely/never",103.4,"Above 25","Succeeding"
"Rural.Hadza","16-20",8,"5","1_Very Close to Most","several days a week",15,"No","rarely/never",106.5,"Do not Own","Succeeding"
"Rural.Hadza","25-34",10,"3","1_Very Close to Most","once a day",30,"Yes","rarely/never",146,"Above 25","Succeeding"
"Rural.Hadza","21-24",12,"6+","1_Very Close to Most","several days a week",15,"Yes","several days a week",157.6,"21-25","Succeeding"
"Rural.Hadza","35-44",8,"3","1_Very Close to Most","several times a day",45,"No","once a day",146.8,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","a few times a month",5,"No","rarely/never",124.7,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"2","1_Very Close to Most",NA,NA,"Yes",NA,134.8,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"1","1_Very Close to Most","rarely/never",1,"No","once a day",156.7,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"3","1_Very Close to Most","a few times a month",5,"No","several days a week",107.2,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"2","1_Very Close to Most","rarely/never",1,"No","once a day",101,"Above 25","Succeeding"
"Rural.Hadza","21-24",8,"2","1_Very Close to Most","a few times a month",5,"Yes","once a day",107.2,"21-25","Succeeding"
"Rural.Hadza","55-64",14,"3","1_Very Close to Most","several times a day",45,"No","once a day",129.3,"Above 25","Succeeding"
"Rural.Hadza","21-24",14,"0","5_Dont Have Family","a few times a month",5,"No","once a day",145.2,"Do not Own","Succeeding"
"Rural.Hadza","25-34",8,"6+","1_Very Close to Most","several days a week",15,"No","rarely/never",146.8,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","rarely/never",1,"No","once a day",-4.5,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",127,"Above 25","Succeeding"
"Rural.Hadza","65+",8,"5","1_Very Close to Most","rarely/never",1,"Yes","once a day",131.2,"Above 25","Succeeding"
"Rural.Hadza","65+",8,"1","2_Very Close to Some","several times a day",45,"No","once a day",-14.7,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"4","3_Not Close","several days a week",15,"No","once a day",139.2,"Above 25","Succeeding"
"Rural.Hadza","45-54",10,"5","1_Very Close to Most","a few times a month",5,"Yes","once a day",153.6,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"4","5_Dont Have Family","rarely/never",1,"No","once a day",112.5,"Above 25","Succeeding"
"Rural.Hadza","16-20",10,"5","1_Very Close to Most","several days a week",15,"No","once a day",-29.2,"Do not Own","Struggling"
"Rural.Hadza","25-34",10,"2","2_Very Close to Some","several times a day",45,"No","once a day",112.9,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"5","2_Very Close to Some","several times a day",45,"Yes","once a day",108.7,"Above 25","Succeeding"
"Rural.Hadza","45-54",12,"5","2_Very Close to Some","several times a day",45,"Yes","once a day",108.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","2_Very Close to Some","several times a day",45,"Yes","once a day",-13.5,"Above 25","Struggling"
"Rural.Hadza","35-44",12,"5","2_Very Close to Some","several times a day",45,"Yes","once a day",-13.5,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"5","2_Very Close to Some","several times a day",45,"Yes","once a day",-13.5,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"5","2_Very Close to Some","several times a day",45,"Yes","once a day",108.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",12,"5","2_Very Close to Some","several times a day",45,"Yes","once a day",-13.5,"Above 25","Struggling"
"Rural.Hadza","45-54",12,"5","2_Very Close to Some","several times a day",45,"Yes","once a day",108.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","a few times a month",5,"No","once a day",133.1,"Above 25","Succeeding"
"Rural.Hadza","21-24",8,"1","2_Very Close to Some","rarely/never",1,"Yes","once a day",186.3,"≤10","Succeeding"
"Rural.Hadza","65+",8,"2","3_Not Close","several days a week",15,"No","once a day",-8.5,"Above 25","Struggling"
"Rural.Hadza","35-44",10,"5","1_Very Close to Most","rarely/never",1,"No","once a day",156.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",12,"6+","4_Dont Get Along","rarely/never",1,"No","once a day",107.2,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"2","1_Very Close to Most","several times a day",45,"No","once a day",-14.1,"Above 25","Struggling"
"Rural.Hadza","21-24",12,"5","1_Very Close to Most","several days a week",15,"Yes","rarely/never",154.4,"19","Succeeding"
"Rural.Hadza","65+",4,"5","1_Very Close to Most","a few times a month",5,"No","rarely/never",130.8,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"6+","1_Very Close to Most","a few times a month",5,"Yes","once a day",110.3,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"3","5_Dont Have Family","rarely/never",1,"Yes","rarely/never",131.6,"Above 25","Succeeding"
"Rural.Hadza","55-64",4,"1","2_Very Close to Some","rarely/never",1,"No","once a day",-6.5,"Above 25","Struggling"
"Rural.Hadza","25-34",4,"2","2_Very Close to Some","several times a day",45,"Yes","once a day",-10.1,"Above 25","Struggling"
"Rural.Hadza","35-44",18,"0","5_Dont Have Family","once a day",30,"Yes","rarely/never",150,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","a few times a month",5,"No","once a day",159.7,"Above 25","Succeeding"
"Rural.Hadza","65+",4,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",139.2,"Above 25","Succeeding"
"Rural.Hadza","65+",4,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",139.2,"Above 25","Succeeding"
"Rural.Hadza","65+",4,"4","1_Very Close to Most","rarely/never",1,"No","rarely/never",136.9,"Above 25","Succeeding"
"Rural.Hadza","45-54",4,"6+","2_Very Close to Some","rarely/never",1,"Yes","once a day",158.9,"Above 25","Succeeding"
"Rural.Hadza","35-44",4,"6+","2_Very Close to Some","rarely/never",1,"No","once a day",116.7,"Above 25","Succeeding"
"Rural.Hadza","45-54",4,"6+","1_Very Close to Most","rarely/never",1,"No","rarely/never",130,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"3","1_Very Close to Most","a few times a month",5,"No","rarely/never",119.4,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"1","1_Very Close to Most","rarely/never",1,"No","once a day",135.6,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"6+","1_Very Close to Most","several times a day",45,"No","once a day",120.2,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","several days a week",15,"No","once a day",143,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"3","1_Very Close to Most","rarely/never",1,"Yes","once a day",-42,"Above 25","Struggling"
"Rural.Hadza","35-44",4,"3","2_Very Close to Some","a few times a month",5,"No","several days a week",116.3,"Above 25","Succeeding"
"Rural.Hadza","16-20",4,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",155.1,NA,"Succeeding"
"Rural.Hadza","45-54",8,"3","2_Very Close to Some","rarely/never",1,"No","once a day",168.3,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"6+","1_Very Close to Most","a few times a month",5,"No","rarely/never",143.7,"Above 25","Succeeding"
"Rural.Hadza","65+",4,"2","2_Very Close to Some","rarely/never",1,"No","a few times a month",-1.6,"Above 25","Struggling"
"Rural.Hadza","25-34",8,"5","1_Very Close to Most","rarely/never",1,"No","once a day",110.3,"Above 25","Succeeding"
"Rural.Hadza","45-54",4,"4","2_Very Close to Some","rarely/never",1,"No","once a day",-17.2,"Above 25","Struggling"
"Rural.Hadza","35-44",12,"4","1_Very Close to Most","rarely/never",1,"Yes","rarely/never",177.2,"Above 25","Succeeding"
"Rural.Hadza","65+",4,"4","1_Very Close to Most","rarely/never",1,"No","once a day",181,"Above 25","Succeeding"
"Rural.Hadza","45-54",0,"3","1_Very Close to Most","several days a week",15,"No","once a day",107.2,"Above 25","Succeeding"
"Rural.Hadza","35-44",14,"4","1_Very Close to Most","several times a day",45,"Yes","rarely/never",101.9,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"4","5_Dont Have Family","several days a week",15,"Yes","rarely/never",155.1,"Above 25","Succeeding"
"Rural.Hadza","65+",4,"4","2_Very Close to Some","rarely/never",1,"No","once a day",130.8,"Above 25","Succeeding"
"Rural.Hadza","25-34",4,"4","2_Very Close to Some","rarely/never",1,"No","once a day",115,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"6+","1_Very Close to Most","a few times a month",5,"No","once a day",101.7,"Above 25","Succeeding"
"Rural.Hadza","65+",8,"5","1_Very Close to Most","a few times a month",5,"Yes","once a day",161.2,"Above 25","Succeeding"
"Rural.Hadza","65+",8,"3","1_Very Close to Most","rarely/never",1,"Yes","once a day",141.8,"Above 25","Succeeding"
"Rural.Hadza","55-64",6,"5","1_Very Close to Most","rarely/never",1,"No","once a day",176,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","rarely/never",1,"No","once a day",149.8,"Above 25","Succeeding"
"Rural.Hadza","35-44",4,"6+","2_Very Close to Some","rarely/never",1,"No","once a day",152.9,"Above 25","Succeeding"
"Rural.Hadza","55-64",6,"6+","1_Very Close to Most","several times a day",45,"No","rarely/never",165.4,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"5","1_Very Close to Most","a few times a month",5,"No","once a day",135.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",4,"4","2_Very Close to Some","rarely/never",1,"No","once a day",124.1,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","several days a week",15,"No","rarely/never",143.7,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"2","1_Very Close to Most","rarely/never",1,"Yes","once a day",123.2,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"2","1_Very Close to Most","rarely/never",1,"No","once a day",-17.5,"Above 25","Struggling"
"Rural.Hadza","55-64",4,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",136.1,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"3","1_Very Close to Most","several days a week",15,"Yes","once a day",155.9,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"3","1_Very Close to Most","a few times a month",5,"No","several days a week",144.5,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","rarely/never",1,"No","once a day",173.4,"Above 25","Succeeding"
"Rural.Hadza","65+",4,"3","2_Very Close to Some","rarely/never",1,"No","once a day",-0.4,"Above 25","Struggling"
"Rural.Hadza","21-24",18,"1","3_Not Close","several days a week",15,"Yes","once a day",118.6,"21-25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","a few times a month",5,"No","once a day",116.3,"Above 25","Succeeding"
"Rural.Hadza","65+",4,"4","1_Very Close to Most","a few times a month",5,"No","once a day",-3,"Above 25","Struggling"
"Rural.Hadza","55-64",8,"3","2_Very Close to Some","rarely/never",1,"No","rarely/never",111,"Above 25","Succeeding"
"Rural.Hadza","65+",8,"5","1_Very Close to Most","several days a week",15,"No","once a day",143.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"2","1_Very Close to Most","several days a week",15,"No","once a day",114.1,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","several days a week",15,"Yes","once a day",126.2,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"3","1_Very Close to Most","rarely/never",1,"Yes","rarely/never",164.3,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","a few times a month",5,"No","once a day",145.2,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"1","1_Very Close to Most","a few times a month",5,"No","once a day",158.2,"Above 25","Succeeding"
"Rural.Hadza","65+",0,"3","1_Very Close to Most","rarely/never",1,"No","rarely/never",136.1,"Above 25","Succeeding"
"Rural.Hadza","65+",0,"3","1_Very Close to Most","rarely/never",1,"No","rarely/never",136.1,"Above 25","Succeeding"
"Rural.Hadza","16-20",6,"5","5_Dont Have Family","rarely/never",1,"No","once a day",187.1,NA,"Succeeding"
"Rural.Hadza","55-64",0,"6+","1_Very Close to Most","rarely/never",1,"No","rarely/never",103.4,"Above 25","Succeeding"
"Rural.Hadza","16-20",8,"6+","1_Very Close to Most","several days a week",15,"No","rarely/never",119.4,NA,"Succeeding"
"Rural.Hadza","45-54",20,"2","2_Very Close to Some","several days a week",15,"Yes","once a day",-43.9,"Above 25","Struggling"
"Rural.Hadza","25-34",10,"3","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-28.2,"Above 25","Struggling"
"Rural.Hadza","55-64",12,"4","1_Very Close to Most","once a day",30,"Yes","once a day",136.3,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"2","5_Dont Have Family","rarely/never",1,"Yes","rarely/never",132.3,"Above 25","Succeeding"
"Rural.Hadza","25-34",18,"5","1_Very Close to Most","several days a week",15,"Yes","rarely/never",158.2,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"5","1_Very Close to Most","once a day",30,"Yes","once a day",143,"Above 25","Succeeding"
"Rural.Hadza","25-34",0,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",103.8,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"5","1_Very Close to Most","several days a week",15,"Yes","rarely/never",119.4,"Above 25","Succeeding"
"Rural.Hadza","25-34",10,"6+","2_Very Close to Some","several days a week",15,"Yes","several days a week",-22.3,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"6+","1_Very Close to Most","once a day",30,"No","once a day",124.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","several times a day",45,"Yes","rarely/never",162.7,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"3","1_Very Close to Most","rarely/never",1,"Yes","once a day",158.6,"Above 25","Succeeding"
"Rural.Hadza","21-24",12,"5","1_Very Close to Most","several times a day",45,"Yes","several days a week",110.3,NA,"Succeeding"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","a few times a month",5,"No","several days a week",136.9,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"2","2_Very Close to Some","several days a week",15,"Yes","once a day",136.7,"Above 25","Succeeding"
"Rural.Hadza","25-34",16,"6+","1_Very Close to Most","rarely/never",1,"Yes","once a day",170.3,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"1","1_Very Close to Most","several days a week",15,"Yes","once a day",135.4,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"1","3_Not Close","rarely/never",1,"Yes","once a day",-20.4,"Above 25","Struggling"
"Rural.Hadza","25-34",14,"1","3_Not Close","once a day",30,"Yes","once a day",137.6,"Above 25","Succeeding"
