"Group","AgeGroup","Education_Years","ShareHomeWith","RelationWithAdultFamily","UPF.Freq","UPF.Freq.N","Smartphone.ownership","Exercise.Freq","Overall.MHQ","AgeOfFirstSP","MHQ_bucket"
"GM","21-24",12,"5","2_Very Close to Some","several times a day",45,"Yes","several days a week",151,"20","Succeeding"
"GM","16-20",12,"1","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-10.8,"17","Struggling"
"GM","35-44",15,"6+","1_Very Close to Most","several times a day",45,"Yes","rarely/never",118.1,"Above 25","Succeeding"
"GM","25-34",12,"4","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-55.6,"Above 25","Struggling"
"GM","21-24",12,"2","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-26.5,"18","Struggling"
"GM","55-64",17,"3","1_Very Close to Most","several times a day",45,"Yes","rarely/never",150.6,"Above 25","Succeeding"
"GM","35-44",5,"4","2_Very Close to Some","several times a day",45,"Yes","several days a week",156.7,"Above 25","Succeeding"
"GM","25-34",5,"0","3_Not Close","several times a day",45,"Yes","rarely/never",-32.1,"Above 25","Struggling"
"GM","16-20",12,"6+","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-31.3,"20","Struggling"
"GM","21-24",12,"4","5_Dont Have Family","several times a day",45,"Yes","several days a week",168.1,"18","Succeeding"
"GM","21-24",14,"0","2_Very Close to Some","several times a day",45,"No","a few times a month",-39.9,"Do not Own","Struggling"
"GM","21-24",5,"6+","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-14.9,"21-25","Struggling"
"GM","25-34",12,"6+","3_Not Close","several times a day",45,"Yes","rarely/never",130.8,"Above 25","Succeeding"
"GM","25-34",8,"4","2_Very Close to Some","several times a day",45,"No","rarely/never",-98.3,"Above 25","Struggling"
"GM","21-24",14,"3","3_Not Close","several times a day",45,"No","once a week",117.9,"Do not Own","Succeeding"
"GM","16-20",12,"1","5_Dont Have Family","several times a day",45,"Yes","once a day",-10.4,"≤10","Struggling"
"GM","21-24",12,"5","1_Very Close to Most","several times a day",45,"Yes","several days a week",-49.9,"18","Struggling"
"GM","21-24",12,"2","1_Very Close to Most","several times a day",45,"Yes","a few times a month",-1.9,"18","Struggling"
"GM","21-24",14,"0","2_Very Close to Some","several times a day",45,"No","rarely/never",-39.9,"Do not Own","Struggling"
"GM","21-24",12,"6+","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-98.8,"21-25","Struggling"
"GM","25-34",12,"2","1_Very Close to Most","several times a day",45,"Yes","several days a week",165,"Above 25","Succeeding"
"GM","25-34",NA,"6+","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-24.9,"Above 25","Struggling"
"GM","16-20",8,"5","3_Not Close","several times a day",45,"Yes","rarely/never",-6.2,"18","Struggling"
"GM","25-34",15,"1","4_Dont Get Along","several times a day",45,"Yes","a few times a month",116.2,"Above 25","Succeeding"
"GM","25-34",8,"4","5_Dont Have Family","several times a day",45,"No","once a day",-18.5,"Above 25","Struggling"
"GM","25-34",15,"1","4_Dont Get Along","several times a day",45,"Yes","rarely/never",116.2,"Above 25","Succeeding"
"GM","25-34",15,"0","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-46.2,"Above 25","Struggling"
"GM","25-34",15,"5","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-11.7,"Above 25","Struggling"
"GM","55-64",15,"6+","3_Not Close","several times a day",45,"Yes","rarely/never",117.9,"Above 25","Succeeding"
"GM","35-44",12,"4","1_Very Close to Most","several times a day",45,"Yes","several days a week",-41.5,"Above 25","Struggling"
"GM","25-34",8,"6+","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-95.4,"Above 25","Struggling"
"GM","25-34",12,"1","3_Not Close","several times a day",45,"Yes","rarely/never",109.5,"Above 25","Succeeding"
"GM","25-34",8,"1","3_Not Close","several times a day",45,"Yes","a few times a month",-100,"Above 25","Struggling"
"GM","35-44",17,"6+","3_Not Close","several times a day",45,"Yes","rarely/never",-49.3,"Above 25","Struggling"
"GM","25-34",12,"4","1_Very Close to Most","several times a day",45,"Yes","several days a week",146,"Above 25","Succeeding"
"GM","21-24",12,"0","5_Dont Have Family","several times a day",45,"Yes","once a day",-29,"≤10","Struggling"
"GM","21-24",12,"1","1_Very Close to Most","several times a day",45,"Yes","several days a week",171.1,"21-25","Succeeding"
"GM","21-24",14,"6+","1_Very Close to Most","several times a day",45,"Yes","several days a week",-32,"21-25","Struggling"
"GM","21-24",12,"0","4_Dont Get Along","several times a day",45,"Yes","several days a week",-42.7,"20","Struggling"
"GM","25-34",12,"6+","1_Very Close to Most","several times a day",45,"Yes","several days a week",137.6,"Above 25","Succeeding"
"GM","21-24",15,"6+","3_Not Close","several times a day",45,"Yes","several days a week",200,"18","Succeeding"
"GM","25-34",5,"4","4_Dont Get Along","several times a day",45,"Yes","a few times a month",-9.8,"Above 25","Struggling"
"GM","21-24",NA,"6+","5_Dont Have Family","several times a day",45,"Yes","a few times a month",-29.9,"21-25","Struggling"
"GM","21-24",12,"1","1_Very Close to Most","several times a day",45,"Yes","several days a week",198.5,"21-25","Succeeding"
"GM","25-34",NA,"3","4_Dont Get Along","several times a day",45,"Yes","rarely/never",-64.7,"Above 25","Struggling"
"GM","35-44",15,"5","1_Very Close to Most","several times a day",45,"Yes","several days a week",-55.5,"Above 25","Struggling"
"GM","35-44",5,"4","2_Very Close to Some","several times a day",45,"Yes","a few times a month",100.2,"Above 25","Succeeding"
"GM","25-34",15,"6+","1_Very Close to Most","several times a day",45,"Yes","once a day",-45.8,"Above 25","Struggling"
"GM","25-34",15,"2","2_Very Close to Some","several times a day",45,"Yes","several days a week",-0.8,"Above 25","Struggling"
"GM","45-54",15,"6+","1_Very Close to Most","several times a day",45,"Yes","several days a week",140.7,"Above 25","Succeeding"
"GM","21-24",15,"6+","4_Dont Get Along","several times a day",45,"Yes","several days a week",-45.4,"18","Struggling"
"GM","21-24",NA,"6+","2_Very Close to Some","several times a day",45,"Yes","a few times a month",134.6,"16","Succeeding"
"GM","21-24",NA,"6+","2_Very Close to Some","several times a day",45,"Yes","rarely/never",134.6,"16","Succeeding"
"GM","45-54",15,"4","6_Prefer Not to Say","several times a day",45,"Yes","once a week",130.8,"Above 25","Succeeding"
"GM","25-34",5,"0","4_Dont Get Along","several times a day",45,"Yes","rarely/never",-8.6,"Above 25","Struggling"
"GM","25-34",12,"4","3_Not Close","several times a day",45,"Yes","once a week",168.1,"Above 25","Succeeding"
"GM","55-64",14,"3","1_Very Close to Most","several times a day",45,"Yes","several days a week",146.8,"Above 25","Succeeding"
"GM","35-44",5,"6+","2_Very Close to Some","several times a day",45,"Yes","rarely/never",139.9,"Above 25","Succeeding"
"GM","21-24",8,"1","4_Dont Get Along","several times a day",45,"Yes","a few times a month",-2.2,"19","Struggling"
"GM","21-24",5,"3","3_Not Close","several times a day",45,"Yes","several days a week",115.6,"19","Succeeding"
"GM","25-34",5,"3","3_Not Close","several times a day",45,"Yes","rarely/never",147.5,"Above 25","Succeeding"
"GM","25-34",14,"4","1_Very Close to Most","several times a day",45,"Yes","rarely/never",131,"Above 25","Succeeding"
"GM","21-24",5,"1","5_Dont Have Family","several times a day",45,"Yes","once a day",-69,"≤10","Struggling"
"GM","65+",14,"5","2_Very Close to Some","several times a day",45,"Yes","several days a week",119.4,"Above 25","Succeeding"
"GM","16-20",12,"2","1_Very Close to Most","several times a day",45,"Yes","several days a week",182.5,"17","Succeeding"
"GM","45-54",5,"6+","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-13.9,"Above 25","Struggling"
"GM","21-24",12,"2","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-1.9,"18","Struggling"
"GM","21-24",5,"5","4_Dont Get Along","several times a day",45,"Yes","once a day",-46.2,"≤10","Struggling"
"GM","35-44",15,"0","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-32,"Above 25","Struggling"
"GM","21-24",14,"5","2_Very Close to Some","several times a day",45,"Yes","several days a week",-1.6,"≤10","Struggling"
"GM","35-44",NA,"4","6_Prefer Not to Say","several times a day",45,"Yes","several days a week",-29.4,"Above 25","Struggling"
"GM","21-24",12,"6+","4_Dont Get Along","several times a day",45,"Yes","rarely/never",-25.8,"17","Struggling"
"GM","65+",12,"1","3_Not Close","several times a day",45,"Yes","once a day",115.6,"Above 25","Succeeding"
"GM","35-44",15,"6+","4_Dont Get Along","several times a day",45,"Yes","rarely/never",-35.6,"Above 25","Struggling"
"GM","21-24",14,"1","3_Not Close","several times a day",45,"Yes","a few times a month",-10.3,"21-25","Struggling"
"GM","21-24",14,"1","3_Not Close","several times a day",45,"Yes","rarely/never",-10.3,"21-25","Struggling"
"GM","21-24",5,"6+","3_Not Close","several times a day",45,"Yes","rarely/never",-33.1,"17","Struggling"
"GM","35-44",15,"2","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-6.8,"Above 25","Struggling"
"GM","25-34",12,"4","2_Very Close to Some","several times a day",45,"Yes","a few times a month",-55.6,"Above 25","Struggling"
"GM","45-54",15,"4","4_Dont Get Along","several times a day",45,"Yes","once a day",-31.9,"Above 25","Struggling"
"GM","21-24",14,"1","3_Not Close","several times a day",45,"Yes","rarely/never",-26.1,"19","Struggling"
"GM","21-24",5,"6+","3_Not Close","several times a day",45,"Yes","a few times a month",-3.8,"18","Struggling"
"GM","21-24",15,"2","4_Dont Get Along","several times a day",45,"Yes","rarely/never",-70.1,"21-25","Struggling"
"GM","25-34",5,"2","2_Very Close to Some","several times a day",45,"Yes","several days a week",-21.2,"Above 25","Struggling"
"GM","21-24",5,"0","2_Very Close to Some","several times a day",45,"Yes","rarely/never",158.9,"17","Succeeding"
"GM","25-34",12,"6+","3_Not Close","several times a day",45,"Yes","once a day",-68.6,"Above 25","Struggling"
"GM","21-24",12,"2","3_Not Close","several times a day",45,"Yes","once a day",113.3,"19","Succeeding"
"GM","35-44",12,"5","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-27.5,"Above 25","Struggling"
"GM","35-44",12,"5","2_Very Close to Some","several times a day",45,"Yes","rarely/never",149.8,"Above 25","Succeeding"
"GM","35-44",12,"6+","1_Very Close to Most","several times a day",45,"Yes","once a day",162.2,"Above 25","Succeeding"
"GM","21-24",15,"6+","3_Not Close","several times a day",45,"Yes","several days a week",128.5,"17","Succeeding"
"GM","21-24",12,"6+","2_Very Close to Some","several times a day",45,"Yes","once a day",110.8,"19","Succeeding"
"GM","21-24",5,"3","5_Dont Have Family","several times a day",45,"Yes","rarely/never",-9,"18","Struggling"
"GM","25-34",14,"1","2_Very Close to Some","several times a day",45,"Yes","rarely/never",174.1,"Above 25","Succeeding"
"GM","35-44",14,"6+","2_Very Close to Some","several times a day",45,"Yes","once a day",-100,"Above 25","Struggling"
"GM","25-34",15,"2","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-23.5,"Above 25","Struggling"
"GM","21-24",8,"2","3_Not Close","several times a day",45,"Yes","several days a week",-81.2,"≤10","Struggling"
"GM","21-24",NA,"2","5_Dont Have Family","several times a day",45,"Yes","once a day",-15.1,"16","Struggling"
"GM","16-20",8,"1","5_Dont Have Family","several times a day",45,"No","once a day",-29.5,"Do not Own","Struggling"
"GM","25-34",15,"3","3_Not Close","several times a day",45,"Yes","once a day",182.5,"Above 25","Succeeding"
"GM","16-20",12,"5","1_Very Close to Most","several times a day",45,"Yes","once a day",194.7,"18","Succeeding"
"GM","21-24",12,"1","3_Not Close","several times a day",45,"Yes","rarely/never",103.6,"21-25","Succeeding"
"GM","45-54",15,"4","2_Very Close to Some","several times a day",45,"Yes","several days a week",177.9,"Above 25","Succeeding"
"GM","16-20",8,"1","5_Dont Have Family","several times a day",45,"Yes","once a day",-27.7,"≤10","Struggling"
"GM","25-34",12,"3","3_Not Close","several times a day",45,"Yes","rarely/never",151.3,"Above 25","Succeeding"
"GM","35-44",12,"4","1_Very Close to Most","several times a day",45,"Yes","once a day",114.6,"Above 25","Succeeding"
"GM","25-34",NA,"5","4_Dont Get Along","several times a day",45,"Yes","once a day",-18.2,"Above 25","Struggling"
"GM","35-44",14,"4","2_Very Close to Some","several times a day",45,"Yes","once a week",120.2,"Above 25","Succeeding"
"GM","25-34",17,"2","1_Very Close to Most","several times a day",45,"Yes","once a day",197.7,"Above 25","Succeeding"
"GM","21-24",5,"1","5_Dont Have Family","several times a day",45,"Yes","once a day",-52.3,"≤10","Struggling"
"GM","25-34",8,"0","5_Dont Have Family","several times a day",45,"Yes","once a day",-47.8,"Above 25","Struggling"
"GM","25-34",12,"0","4_Dont Get Along","several times a day",45,"Yes","once a day",-63.9,"Above 25","Struggling"
"GM","25-34",12,"6+","2_Very Close to Some","several times a day",45,"Yes","several days a week",-54,"Above 25","Struggling"
"GM","35-44",15,"0","1_Very Close to Most","several times a day",45,"Yes","once a day",177.9,"Above 25","Succeeding"
"GM","21-24",15,"5","3_Not Close","several times a day",45,"Yes","once a day",-84.2,"19","Struggling"
"GM","25-34",8,"3","3_Not Close","several times a day",45,"Yes","several days a week",-28.8,"Above 25","Struggling"
"GM","25-34",8,"1","4_Dont Get Along","several times a day",45,"Yes","rarely/never",147.7,"Above 25","Succeeding"
"GM","35-44",14,"6+","3_Not Close","several times a day",45,"Yes","rarely/never",117.1,"Above 25","Succeeding"
"GM","21-24",14,"5","2_Very Close to Some","several times a day",45,"Yes","several days a week",136.9,"18","Succeeding"
"GM","35-44",15,"0","3_Not Close","several times a day",45,"Yes","rarely/never",-75.9,"Above 25","Struggling"
"GM","35-44",14,"5","1_Very Close to Most","several times a day",45,"Yes","once a week",171.9,"Above 25","Succeeding"
"GM","25-34",12,"0","5_Dont Have Family","several times a day",45,"Yes","rarely/never",-100,"Above 25","Struggling"
"GM","21-24",12,"1","1_Very Close to Most","several times a day",45,"Yes","a few times a month",-23.7,"18","Struggling"
"GM","25-34",12,"4","1_Very Close to Most","several times a day",45,"Yes","a few times a month",100.8,"Above 25","Succeeding"
"GM","25-34",12,"4","1_Very Close to Most","several times a day",45,"Yes","rarely/never",100.8,"Above 25","Succeeding"
"GM","16-20",12,"6+","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-0.3,"16","Struggling"
"GM","65+",12,"3","3_Not Close","several times a day",45,"Yes","once a day",120.2,"Above 25","Succeeding"
"GM","21-24",15,"4","1_Very Close to Most","several times a day",45,"Yes","several days a week",178.7,"21-25","Succeeding"
"GM","35-44",8,"0","1_Very Close to Most","several times a day",45,"Yes","once a day",-100,"Above 25","Struggling"
"GM","16-20",12,"6+","2_Very Close to Some","several times a day",45,"Yes","once a day",-55.9,"18","Struggling"
"GM","21-24",12,"5","2_Very Close to Some","several times a day",45,"Yes","several days a week",-12,"21-25","Struggling"
"GM","25-34",8,"6+","4_Dont Get Along","several times a day",45,"Yes","several days a week",-17.2,"Above 25","Struggling"
"GM","25-34",5,"3","3_Not Close","several times a day",45,"Yes","rarely/never",108.7,"Above 25","Succeeding"
"GM","45-54",15,"6+","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-20.7,"Above 25","Struggling"
"GM","35-44",14,"5","1_Very Close to Most","several times a day",45,"Yes","several days a week",171.1,"Above 25","Succeeding"
"GM","21-24",NA,"6+","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-9,"20","Struggling"
"GM","45-54",15,"4","2_Very Close to Some","several times a day",45,"Yes","once a day",174.1,"Above 25","Succeeding"
"GM","21-24",12,"2","4_Dont Get Along","several times a day",45,"Yes","rarely/never",-84,"≤10","Struggling"
"GM","25-34",5,"4","4_Dont Get Along","several times a day",45,"Yes","rarely/never",-9.8,"Above 25","Struggling"
"GM","25-34",8,"2","5_Dont Have Family","several times a day",45,"Yes","once a day",-43.1,"Above 25","Struggling"
"GM","21-24",5,"2","3_Not Close","several times a day",45,"Yes","once a day",186.3,"19","Succeeding"
"GM","25-34",5,"4","2_Very Close to Some","several times a day",45,"Yes","rarely/never",200,"Above 25","Succeeding"
"GM","21-24",12,"5","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-73.8,"19","Struggling"
"GM","21-24",8,"0","5_Dont Have Family","several times a day",45,"Yes","once a day",-98.9,"21-25","Struggling"
"GM","35-44",5,"4","2_Very Close to Some","several times a day",45,"Yes","rarely/never",100.2,"Above 25","Succeeding"
"GM","35-44",15,"4","5_Dont Have Family","several times a day",45,"Yes","once a day",-83.7,"Above 25","Struggling"
"GM","25-34",15,"0","1_Very Close to Most","several times a day",45,"Yes","a few times a month",-63.1,"Above 25","Struggling"
"GM","55-64",17,"3","2_Very Close to Some","several times a day",45,"Yes","once a day",158.2,"Above 25","Succeeding"
"GM","16-20",12,"3","1_Very Close to Most","several times a day",45,"Yes","once a day",-12.6,"18","Struggling"
"GM","45-54",5,"6+","2_Very Close to Some","several times a day",45,"Yes","rarely/never",132.5,"Above 25","Succeeding"
"GM","25-34",5,"0","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-33.2,"Above 25","Struggling"
"GM","35-44",NA,"0","1_Very Close to Most","several times a day",45,"Yes","once a day",120.2,"Above 25","Succeeding"
"GM","35-44",5,"4","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-30.2,"Above 25","Struggling"
"GM","25-34",14,"6+","3_Not Close","several times a day",45,"Yes","rarely/never",135.4,"Above 25","Succeeding"
"GM","35-44",15,"6+","3_Not Close","several times a day",45,"Yes","rarely/never",110.3,"Above 25","Succeeding"
"GM","25-34",17,"2","1_Very Close to Most","several times a day",45,"Yes","rarely/never",102.7,"Above 25","Succeeding"
"GM","35-44",5,"4","6_Prefer Not to Say","several times a day",45,"Yes","several days a week",-31,"Above 25","Struggling"
"GM","16-20",8,"0","1_Very Close to Most","several times a day",45,"Yes","once a day",-5.3,"20","Struggling"
"GM","25-34",15,"2","2_Very Close to Some","several times a day",45,"Yes","rarely/never",102.1,"Above 25","Succeeding"
"GM","16-20",8,"2","5_Dont Have Family","several times a day",45,"Yes","once a day",-36,"19","Struggling"
"GM","21-24",12,"3","4_Dont Get Along","several times a day",45,"Yes","rarely/never",-12.3,"17","Struggling"
"GM","25-34",8,"4","2_Very Close to Some","several times a day",45,"No","a few times a month",-98.3,"Above 25","Struggling"
"GM","21-24",5,"4","2_Very Close to Some","several times a day",45,"Yes","once a day",-5.6,"20","Struggling"
"GM","21-24",12,"6+","2_Very Close to Some","several times a day",45,"Yes","several days a week",-19.1,"19","Struggling"
"GM","35-44",12,"5","2_Very Close to Some","several times a day",45,"Yes","a few times a month",-27.5,"Above 25","Struggling"
"GM","25-34",5,"3","3_Not Close","several times a day",45,"Yes","once a day",122.4,"Above 25","Succeeding"
"GM","25-34",8,"3","3_Not Close","several times a day",45,"Yes","a few times a month",200,"Above 25","Succeeding"
"GM","25-34",8,"3","3_Not Close","several times a day",45,"Yes","rarely/never",200,"Above 25","Succeeding"
"GM","35-44",12,"5","1_Very Close to Most","several times a day",45,"Yes","several days a week",134,"Above 25","Succeeding"
"GM","25-34",12,"4","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-7.4,"Above 25","Struggling"
"GM","45-54",12,"3","2_Very Close to Some","several times a day",45,"Yes","once a day",-32,"Above 25","Struggling"
"GM","21-24",14,"6+","2_Very Close to Some","several times a day",45,"Yes","rarely/never",117.9,"19","Succeeding"
"GM","21-24",12,"0","4_Dont Get Along","several times a day",45,"Yes","rarely/never",-64.7,"18","Struggling"
"GM","16-20",8,"3","5_Dont Have Family","several times a day",45,"Yes","once a day",-2.4,"20","Struggling"
"GM","35-44",8,"6+","2_Very Close to Some","several times a day",45,"Yes","once a day",-69.8,"Above 25","Struggling"
"GM","21-24",5,"5","2_Very Close to Some","several times a day",45,"Yes","several days a week",-63.6,"15","Struggling"
"GM","25-34",8,"2","5_Dont Have Family","several times a day",45,"No","once a day",-98.4,"Above 25","Struggling"
"GM","45-54",8,"4","1_Very Close to Most","several times a day",45,"Yes","several days a week",157.4,"Above 25","Succeeding"
"GM","16-20",12,"6+","1_Very Close to Most","several times a day",45,"Yes","once a week",-6.7,"18","Struggling"
"GM","35-44",14,"5","1_Very Close to Most","several times a day",45,"Yes","once a day",-55.7,"Above 25","Struggling"
"GM","25-34",8,"1","3_Not Close","several times a day",45,"Yes","rarely/never",-72.2,"Above 25","Struggling"
"GM","25-34",5,"3","4_Dont Get Along","several times a day",45,"Yes","rarely/never",-42.3,"Above 25","Struggling"
"GM","35-44",5,"6+","5_Dont Have Family","several times a day",45,"Yes","several days a week",-34,"Above 25","Struggling"
"GM","25-34",14,"6+","3_Not Close","several times a day",45,"Yes","rarely/never",-13,"Above 25","Struggling"
"GM","16-20",8,"1","3_Not Close","several times a day",45,"No","once a day",-93,"Do not Own","Struggling"
"GM","25-34",12,"3","3_Not Close","several times a day",45,"Yes","a few times a month",151.3,"Above 25","Succeeding"
"GM","65+",14,"4","2_Very Close to Some","several times a day",45,"Yes","once a day",192,"Above 25","Succeeding"
"GM","21-24",12,"0","5_Dont Have Family","several times a day",45,"Yes","once a day",111.8,"≤10","Succeeding"
"GM","65+",8,"5","3_Not Close","several times a day",45,"Yes","once a day",-20.4,"Above 25","Struggling"
"GM","35-44",14,"6+","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-40.3,"Above 25","Struggling"
"GM","21-24",15,"3","2_Very Close to Some","several times a day",45,"Yes","once a week",-6.5,"19","Struggling"
"GM","21-24",12,"1","3_Not Close","several times a day",45,"Yes","rarely/never",-2.5,"16","Struggling"
"GM","35-44",14,"0","6_Prefer Not to Say","several times a day",45,"Yes","once a day",200,"Above 25","Succeeding"
"GM","16-20",5,"3","3_Not Close","several times a day",45,"Yes","a few times a month",-63.5,"17","Struggling"
"GM","21-24",5,"5","3_Not Close","several times a day",45,"Yes","once a day",-80.8,"21-25","Struggling"
"GM","25-34",12,"6+","1_Very Close to Most","several times a day",45,"Yes","once a day",-4.4,"Above 25","Struggling"
"GM","35-44",15,"0","2_Very Close to Some","several times a day",45,"Yes","a few times a month",-5.7,"Above 25","Struggling"
"GM","16-20",12,"1","2_Very Close to Some","several times a day",45,"Yes","rarely/never",143.7,"13","Succeeding"
"GM","25-34",12,"1","3_Not Close","several times a day",45,"Yes","several days a week",191.6,"Above 25","Succeeding"
"GM","21-24",12,"5","3_Not Close","several times a day",45,"Yes","once a day",131.6,"17","Succeeding"
"GM","21-24",12,"3","3_Not Close","several times a day",45,"Yes","rarely/never",-39.8,"16","Struggling"
"GM","45-54",8,"2","5_Dont Have Family","several times a day",45,"No","once a day",-91.9,"Above 25","Struggling"
"GM","21-24",15,"6+","1_Very Close to Most","several times a day",45,"Yes","several days a week",154.4,"17","Succeeding"
"GM","25-34",12,"3","2_Very Close to Some","several times a day",45,"Yes","several days a week",163.5,"Above 25","Succeeding"
"GM","25-34",5,"4","1_Very Close to Most","several times a day",45,"Yes","once a week",-44.5,"Above 25","Struggling"
"GM","16-20",5,"1","4_Dont Get Along","several times a day",45,"No","rarely/never",-42.7,"Do not Own","Struggling"
"GM","35-44",8,"1","5_Dont Have Family","several times a day",45,"Yes","once a day",-100,"Above 25","Struggling"
"GM","35-44",15,"6+","1_Very Close to Most","several times a day",45,"Yes","once a day",156.7,"Above 25","Succeeding"
"GM","21-24",12,"3","3_Not Close","several times a day",45,"Yes","once a day",151,"18","Succeeding"
"GM","16-20",12,"6+","5_Dont Have Family","several times a day",45,"Yes","once a day",-100,"","Struggling"
"GM","45-54",14,"4","1_Very Close to Most","several times a day",45,"Yes","once a day",-9.4,"Above 25","Struggling"
"GM","21-24",5,"2","1_Very Close to Most","several times a day",45,"Yes","once a day",-34.6,"≤10","Struggling"
"GM","35-44",12,"5","2_Very Close to Some","several times a day",45,"Yes","a few times a month",149.8,"Above 25","Succeeding"
"GM","25-34",NA,"6+","4_Dont Get Along","several times a day",45,"Yes","once a day",-37.7,"Above 25","Struggling"
"GM","35-44",14,"5","4_Dont Get Along","several times a day",45,"Yes","once a day",-11,"Above 25","Struggling"
"GM","35-44",17,"6+","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-3.8,"Above 25","Struggling"
"GM","25-34",14,"6+","3_Not Close","several times a day",45,"Yes","once a day",-48.8,"Above 25","Struggling"
"GM","21-24",12,"2","5_Dont Have Family","several times a day",45,"Yes","once a day",-29,"≤10","Struggling"
"GM","35-44",12,"0","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-6.8,"Above 25","Struggling"
"GM","25-34",8,"0","5_Dont Have Family","several times a day",45,"Yes","once a day",-100,"Above 25","Struggling"
"GM","35-44",12,"6+","4_Dont Get Along","several times a day",45,"Yes","several days a week",-21.6,"Above 25","Struggling"
"GM","25-34",17,"4","2_Very Close to Some","several times a day",45,"Yes","once a week",-5.1,"Above 25","Struggling"
"GM","25-34",15,"0","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-63.1,"Above 25","Struggling"
"GM","25-34",14,"1","1_Very Close to Most","several times a day",45,"Yes","once a week",155.3,"Above 25","Succeeding"
"GM","21-24",12,"2","2_Very Close to Some","several times a day",45,"Yes","several days a week",-37.6,"17","Struggling"
"GM","25-34",8,"3","5_Dont Have Family","several times a day",45,"Yes","a few times a month",-46.9,"Above 25","Struggling"
"GM","25-34",8,"3","5_Dont Have Family","several times a day",45,"Yes","rarely/never",-46.9,"Above 25","Struggling"
"GM","55-64",15,"6+","3_Not Close","several times a day",45,"Yes","a few times a month",117.9,"Above 25","Succeeding"
"GM","25-34",15,"6+","2_Very Close to Some","several times a day",45,"Yes","once a week",199.2,"Above 25","Succeeding"
"GM","35-44",5,"6+","3_Not Close","several times a day",45,"Yes","once a week",-67.6,"Above 25","Struggling"
"GM","45-54",5,"3","1_Very Close to Most","several times a day",45,"Yes","rarely/never",137.6,"Above 25","Succeeding"
"GM","45-54",8,"6+","1_Very Close to Most","several times a day",45,"Yes","several days a week",-11.8,"Above 25","Struggling"
"GM","25-34",12,"2","3_Not Close","several times a day",45,"Yes","once a day",-100,"Above 25","Struggling"
"GM","21-24",5,"6+","3_Not Close","several times a day",45,"Yes","rarely/never",-3.8,"18","Struggling"
"GM","25-34",15,"4","4_Dont Get Along","several times a day",45,"Yes","once a week",-100,"Above 25","Struggling"
"GM","21-24",12,"1","4_Dont Get Along","several times a day",45,"Yes","once a day",-45.6,"20","Struggling"
"GM","25-34",15,"3","1_Very Close to Most","several times a day",45,"Yes","once a day",-55,"Above 25","Struggling"
"GM","16-20",12,"3","2_Very Close to Some","several times a day",45,"Yes","once a day",110.8,"19","Succeeding"
"GM","21-24",15,"6+","3_Not Close","several times a day",45,"Yes","several days a week",-17,"17","Struggling"
"GM","25-34",NA,"6+","4_Dont Get Along","several times a day",45,"Yes","rarely/never",-100,"Above 25","Struggling"
"GM","16-20",12,"6+","3_Not Close","several times a day",45,"Yes","once a day",-36.7,"≤10","Struggling"
"GM","25-34",NA,"2","1_Very Close to Most","several times a day",45,"Yes","once a day",193.9,"Above 25","Succeeding"
"GM","21-24",12,"0","1_Very Close to Most","several times a day",45,"Yes","once a day",-30.8,"21-25","Struggling"
"GM","25-34",14,"2","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-3.4,"Above 25","Struggling"
"GM","16-20",12,"6+","3_Not Close","several times a day",45,"Yes","once a day",-44.5,"≤10","Struggling"
"GM","21-24",8,"4","5_Dont Have Family","several times a day",45,"Yes","once a day",-35.9,"21-25","Struggling"
"GM","16-20",8,"6+","6_Prefer Not to Say","several times a day",45,"Yes","once a week",-46.5,"≤10","Struggling"
"GM","25-34",8,"1","4_Dont Get Along","several times a day",45,"Yes","a few times a month",147.7,"Above 25","Succeeding"
"GM","25-34",12,"4","3_Not Close","several times a day",45,"Yes","rarely/never",-43.9,"Above 25","Struggling"
"GM","25-34",5,"2","1_Very Close to Most","several times a day",45,"Yes","once a day",-29.9,"Above 25","Struggling"
